depth,GR,NPHI,RHOB
2500.0,151.2770573375451,0.029329209238352277,2.6378808204705897
2500.5,158.715191175091,0.021248337643706226,2.611417153731394
2501.0,155.84598996649768,0.040381474348943576,2.6383380361439066
2501.5,150.90621230290932,0.04189896164828771,2.584898441228071
2502.0,147.2923137546949,0.04787931142330476,2.6381480185661865
2502.5,154.68971997417327,0.016538525764993116,2.591495087838009
2503.0,153.8398963667551,0.06339740951858125,2.6087970584038676
2503.5,155.7466560698421,0.023260036716071134,2.638390532365332
2504.0,150.18132943486944,0.05619150335795267,2.648669688900551
2504.5,147.50949441431703,0.04965563145631548,2.58563547482198
2505.0,147.75323947843057,0.057279491582328756,2.593474263815671
2505.5,149.1359490960557,0.031203575668754285,2.6616793570933073
2506.0,152.4940831012033,0.027822408627738777,2.610376126778733
2506.5,149.54726657236625,0.03831622296630004,2.6435501251311417
2507.0,151.81427129797166,0.044512866483324934,2.636718391131842
2507.5,151.98558517832294,0.04325307972088658,2.620721495819564
2508.0,146.19853411437646,0.028702326229281046,2.664055208803649
2508.5,156.41374631428258,0.05326431707562778,2.5464032216513672
2509.0,153.28453081493547,0.042488831883724903,2.606812038261188
2509.5,147.278926359517,0.05750165977957142,2.6465956956688577
2510.0,147.987500399784,0.015136004456547811,2.695629224971489
2510.5,148.83424284417217,0.05727491184457917,2.6238509973704933
2511.0,149.767887752336,0.037081672632289564,2.6165471664436417
2511.5,152.7136051419502,0.026218431164213817,2.6481089623224743
2512.0,154.00669154826014,0.028723918561998615,2.6126315196109284
2512.5,145.6086721568877,0.037568733217525414,2.647384450521004
2513.0,146.94592602120392,0.043548217674382016,2.6439356203938535
2513.5,146.81479692396346,0.041457847788943444,2.6083269538639304
2514.0,151.81303511173377,0.039733131765892486,2.5614608343053913
2514.5,150.30685053238236,0.04438380029765427,2.622562975001256
2515.0,156.39252909516662,0.032269827570702916,2.641576506826642
2515.5,158.86951197620397,0.042362209226922576,2.627620021825738
2516.0,148.82889330605164,0.022595174556240778,2.678250084891095
2516.5,146.8633357824014,0.05151264253521376,2.6389172747677327
2517.0,151.5751762503179,0.03577625637777437,2.619293220677685
2517.5,155.2419903884294,0.017852069695277643,2.6163838230447847
2518.0,150.59623470538477,0.04693918382693471,2.5989002680012305
2518.5,150.15805035424293,0.010848618582082241,2.634487330516037
2519.0,151.12089494024536,0.062089162227325544,2.596169024361595
2519.5,148.76127923929917,0.03834875895262552,2.6300419778449506
2520.0,150.5337497144671,0.03889652092643049,2.6520562822701756
2520.5,150.66665990835074,0.024837185268758596,2.581466981378149
2521.0,147.30417743514775,0.052956579592064575,2.6052956445389905
2521.5,146.66421283251748,0.04679679929291869,2.6248253909042982
2522.0,149.16569446051682,0.047508912002099016,2.6310181495331357
2522.5,146.40541712632128,0.022223650913966508,2.6601387781349763
2523.0,153.3036510373478,0.025259191962637234,2.656063465940101
2523.5,146.28479206214908,0.04745924937961231,2.559233068310715
2524.0,148.83365646033155,0.036452308127844994,2.61621257148513
2524.5,157.2273815022491,0.03771202385525163,2.72728975052722
2525.0,149.2095852270884,0.01559846432105872,2.6442793600545755
2525.5,147.61443638682542,0.036172240028214016,2.6438254710603633
2526.0,147.29790214404863,0.05662628028572039,2.5882536451548694
2526.5,152.38736581323758,0.04447462964997764,2.6288808021440886
2527.0,151.81605158853137,0.05386410376367535,2.6079355841199994
2527.5,147.8804196689548,0.031859764298377564,2.6105804230776735
2528.0,157.12001299819931,0.041863838718878346,2.5789378816424464
2528.5,152.70403125665592,0.028445993355347247,2.627710074813931
2529.0,149.12271404970554,0.02076427226960844,2.6353359253667157
2529.5,150.2304603529811,0.025929574209973265,2.619640379322764
2530.0,144.39170185469018,0.0539928872663224,2.5900707924592536
2530.5,144.10233095018702,0.051746398428526394,2.6189466495141196
2531.0,148.8554692029787,0.05416883434350083,2.574720326473858
2531.5,151.58406749525577,0.04424147097786884,2.6187786371027633
2532.0,145.68393964620464,0.053197653659016,2.5848202729854557
2532.5,146.66749528730182,0.03412193329396219,2.6314229293530826
2533.0,151.41814225823452,0.051417067753643055,2.6810912190438296
2533.5,151.75712821063277,0.04226769860905362,2.62860310546513
2534.0,148.17032366319364,0.017088387272242964,2.6823499468690666
2534.5,149.59176707562912,0.05393417441424184,2.6342863388389763
2535.0,147.2530532164128,0.01,2.6217467150061227
2535.5,154.97558961494943,0.047885271786066816,2.5825833924913257
2536.0,146.42702120387582,0.06245486812741298,2.6023591515350493
2536.5,150.34553159211993,0.060599239164971244,2.6101971340913526
2537.0,150.31705521293725,0.01861105511789306,2.665746457649205
2537.5,140.33666619669404,0.05854105070676817,2.570070405193686
2538.0,150.13136556098092,0.028558025560921824,2.6122858925827845
2538.5,153.45027550422407,0.04735648271176654,2.5674619368636353
2539.0,146.34391413183164,0.04954560418108456,2.621489912474636
2539.5,147.64886399857525,0.03749613915793008,2.647354973999768
2540.0,155.16252550839783,0.015566315173769624,2.6031329557727454
2540.5,152.0298335628062,0.03361612613460579,2.6324033617911
2541.0,155.09865285800103,0.03673322871600617,2.6094713837086756
2541.5,143.56343319522793,0.014524347132360112,2.6156182733169264
2542.0,142.82498607252109,0.0648893161425564,2.5973197305131506
2542.5,157.08469897262856,0.03370282676924137,2.630493243150573
2543.0,138.39897466606502,0.04016998811775505,2.636863635569812
2543.5,144.8012156300161,0.04562293865640076,2.6277893347896795
2544.0,141.00092871404436,0.03438032593967179,2.617800576990302
2544.5,148.29423373877736,0.053087568222552506,2.6530856293910667
2545.0,151.82865296451772,0.03346863540955788,2.5754846406780523
