depth,GR,NPHI,RHOB
2500.0,124.73790433253524,0.07080316473393483,2.5466734646472617
2500.5,120.42483809599764,0.0521540566638337,2.5953344681471626
2501.0,122.85508890613482,0.08389738116442597,2.54844542635668
2501.5,123.67054605529599,0.09080022497799733,2.6147160122518716
2502.0,116.23131972579822,0.06789756756688438,2.63215631840017
2502.5,116.47874209267901,0.0764163273681368,2.598851996444616
2503.0,119.28764891909408,0.08825681691313579,2.5496766286722576
2503.5,124.72639570360994,0.06495905529747713,2.586452005461747
2504.0,120.99127938324447,0.09250668741709271,2.590772504570929
2504.5,117.05569269079832,0.06629311680771585,2.6106990089482065
2505.0,118.35293382273713,0.08170895034447649,2.573137838512451
2505.5,114.90048686188533,0.06775722473903871,2.578816893148011
2506.0,119.471892682936,0.08432046200743691,2.5808271559942537
2506.5,118.4642743575938,0.07161187785742486,2.6302377392417653
2507.0,112.8699664965848,0.10383422985005876,2.543934309774109
2507.5,119.33336706059539,0.060399378228086775,2.607909938384378
2508.0,114.64045158743426,0.08362715720738835,2.615887950075668
2508.5,121.61071902811668,0.1023290462052032,2.53629462061544
2509.0,117.77769317670517,0.07482274016715436,2.637325813687609
2509.5,114.21347752143721,0.08779000879512473,2.5571430405179347
2510.0,115.1286312032026,0.10987623854405545,2.5395359271110274
2510.5,122.26912494291837,0.0777788744781195,2.58445100328924
2511.0,119.0142703929487,0.050900723221618704,2.6168442316078537
2511.5,118.67563420795939,0.06130147739742494,2.5754676193984394
2512.0,118.54248196127723,0.053502371537258585,2.626176536210381
2512.5,116.23010310501125,0.08546346987876871,2.6367086523247085
2513.0,116.58871063100483,0.07694803876909746,2.6160785694261297
2513.5,121.02085564679548,0.07558592953206496,2.5657844039585798
2514.0,122.43073909746528,0.07792951511422504,2.584667942278606
2514.5,115.39559544593452,0.0826434268568979,2.590926145199656
2515.0,122.56342287514231,0.10138687677991579,2.5865982805219714
2515.5,121.2592930725248,0.08566418158110356,2.6030489522738804
2516.0,119.45408861377017,0.09452675243396941,2.5809832508153043
2516.5,116.86703372646251,0.06643350876004311,2.5568895150529682
2517.0,118.4925623800539,0.06230129218975798,2.5927031406255323
2517.5,125.34775653037602,0.08093597672349825,2.582742729820435
2518.0,117.02343061660422,0.07605008811804484,2.5816815181715462
2518.5,123.84851031535055,0.09567559404031625,2.508999004013678
2519.0,122.2955066342797,0.08814624104435104,2.6654482850897083
2519.5,122.20736241498102,0.07680052714445106,2.616216354712353
2520.0,122.73599866892872,0.09275188076152412,2.5878025913375535
2520.5,109.80150382620884,0.052128864952685455,2.6458876522400243
2521.0,120.0177944079437,0.06377221282184856,2.638185507455812
2521.5,117.91078974443003,0.07271439952246135,2.5797040930924786
2522.0,115.26990484079877,0.09559412010449127,2.586376032704044
2522.5,118.11836413732699,0.08409226218127767,2.5810490286331835
2523.0,120.13108290762894,0.10523652485758132,2.579019115433338
2523.5,120.43641490322108,0.0812504592182593,2.5694280540654724
2524.0,120.95820672929783,0.08363373402862105,2.572336521149955
2524.5,108.93332315933185,0.07726464135061263,2.5567334174414342
2525.0,111.84378479548126,0.05444792567037541,2.6027645118943665
2525.5,124.04480676500611,0.06510908830751361,2.6098904938916707
2526.0,115.03720623968866,0.0701094449765362,2.5437399882090235
2526.5,121.66107980447217,0.08146751220692512,2.6003547942272514
2527.0,122.22189576319661,0.08196737794932214,2.557538864379865
2527.5,119.13750523066389,0.08517852338943621,2.5143990990870475
2528.0,122.59156081702422,0.05901589596761418,2.577456043275911
2528.5,118.52664788441784,0.05833775202971538,2.5910854689789438
2529.0,118.76652820423408,0.0881062671048853,2.5899722100223164
2529.5,124.31032362358026,0.08315431933800489,2.5821490300952834
2530.0,124.6960275883384,0.07596714739838874,2.618365906918457
2530.5,120.00680385587444,0.0776718012125967,2.5843081453488455
2531.0,119.01643048750186,0.09105244759321343,2.570018793135405
2531.5,120.33468774805212,0.07446968355344111,2.61600346914112
2532.0,118.93126088655038,0.0935309216328406,2.6250261162112536
2532.5,121.51921318699203,0.07829805236450271,2.5398533604959312
2533.0,120.10654933933777,0.09142248022214931,2.5756911132243037
2533.5,124.3452350172815,0.09677759359863866,2.5547795457600886
2534.0,117.5885724334919,0.07970830926648453,2.5641218207510255
2534.5,121.63447438552102,0.04981784159401905,2.613612207184341
2535.0,116.05647690005893,0.06201316875622,2.545664285241244
2535.5,116.5748351130809,0.05773008901811545,2.6097283841850536
2536.0,126.20911281985327,0.08373913684906664,2.5628899634406914
2536.5,116.45867679911441,0.07797545400655884,2.625092216555253
2537.0,115.74242078849886,0.08729966685023366,2.61038869534633
2537.5,124.40358316573045,0.08047200593220429,2.605859189953153
2538.0,121.49022965274348,0.10734386234534739,2.564731546868502
2538.5,119.30913386077128,0.08292742455302372,2.5742575773397136
2539.0,117.19330524882137,0.07939052762173411,2.605320148883896
2539.5,119.39401266643445,0.07725423958415638,2.50399215148533
2540.0,121.53456961263682,0.07744987568108852,2.606124007576819
2540.5,125.61956436104018,0.06405365558039816,2.562524311081557
2541.0,114.90191157864666,0.05572592320141237,2.5431478686831
2541.5,117.26975104244495,0.09641782413428382,2.625880577427978
